mean_quality        : 44
max_seq_length      : 1020
min_quality         : 0
seq_length_variance : 27712
seq_length          : 591517
min_seq_length      : 158
max_quality         : 68
num_sequences       : 1000
seq_length_average  : 591
quality_variance    : 326
