values: 1110,66,58,163,70,107,122,102,256,173,467,664,406,940,669,1812,2915,2034,9278,18588
bin_edges: 2.0,3.6,5.2,6.8,8.4,10.0,11.6,13.2,14.8,16.4,18.0,19.6,21.2,22.8,24.4,26.0,27.6,29.2,30.8,32.4,34.0
